,0
0,0.0022735329341317364
1,-0.10494790419161676
2,0.08200958083832335
3,0.09402682634730539
4,-0.1600810778443114
5,-0.08521688622754492
6,0.13121532934131735
7,-0.02521185628742515
8,-0.054524191616766464
9,0.041491976047904194
10,-0.004384670658682635
11,0.05700071856287425
12,0.057650299401197605
13,0.025983233532934132
14,0.01376299401197605
15,-0.007064191616766467
16,-0.043359520958083826
17,0.0686931736526946
18,-0.04620143712574851
19,-0.18618610778443115
20,0.09329604790419162
21,0.014290778443113772
22,-0.1279674251497006
23,-0.02513065868263473
24,0.0415325748502994
25,-0.04311592814371258
26,-0.0007307784431137724
27,0.07494538922155689
28,0.02988071856287425
29,0.09841149700598802
30,0.03536155688622754
31,0.09329604790419162
32,0.13633077844311375
33,-0.04210095808383234
34,-0.09528538922155688
35,0.07315904191616766
36,0.12143101796407185
37,-0.0868814371257485
38,-0.007185988023952096
39,0.12650586826347304
40,0.05919305389221557
41,-0.01648311377245509
42,-0.0262674251497006
43,0.06581065868263473
44,-0.024562275449101795
45,0.04486167664670659
46,0.08956095808383234
47,-0.030773892215568862
48,0.003653892215568862
49,0.10255257485029941
50,0.10620646706586825
51,-0.04547065868263473
52,0.07559497005988025
53,0.013397604790419161
54,0.004141077844311378
55,0.1169651497005988
56,-0.0589088622754491
57,-0.09297125748502993
58,0.029718323353293413
59,0.099954251497006
60,-0.11136251497005988
61,0.020177604790419162
62,0.13105293413173652
63,-0.07336203592814372
64,0.021111377245508985
65,0.04226335329341317
66,-0.07449880239520958
67,-0.010433892215568863
68,0.15062155688622755
69,0.03950263473053892
70,0.036741916167664666
71,0.14201461077844313
72,0.0987362874251497
73,0.03869065868263473
74,-0.0012991616766467064
75,0.09569137724550898
76,0.052494251497005984
77,0.015833532934131735
78,0.05371221556886228
79,0.010961676646706586
80,-0.13080934131736527
81,-0.06617604790419163
82,-0.009134730538922156
83,-0.11712754491017964
84,-0.08123820359281438
85,-0.07616335329341317
86,0.023953293413173652
87,0.01640191616766467
88,0.015874131736526947
89,0.05432119760479042
90,0.011042874251497007
91,-0.012139041916167664
92,0.04165437125748503
93,0.03974622754491018
94,-0.08923616766467066
95,0.10705904191616768
96,0.10774922155688622
97,-0.12646526946107783
98,0.020664790419161676
99,0.192357125748503
100,-0.029515329341317367
101,-0.11927928143712575
102,0.21456467065868265
103,0.13551880239520958
104,-0.13909149700598802
105,0.042385149700598805
106,0.21176335329341317
107,-0.07632574850299402
108,-0.1734380838323353
109,0.20989580838323352
110,0.07506718562874252
111,-0.2640546107784431
112,0.007104790419161677
113,0.2975080239520958
114,-0.07429580838323353
115,-0.14940359281437127
116,0.28159329341317363
117,0.06382131736526946
118,-0.13848251497005987
119,0.18042107784431138
